,title,views, data_time,video_link,thumbnail_link
824,Linux Tutorials | find command | GeeksforGeeks,33K views,4 years ago,https://www.youtube.com/watch?v=oPdFGUrq-XQ,https://i.ytimg.com/vi/oPdFGUrq-XQ/hqdefault.jpg
825,Smith Number | GeeksforGeeks,5.4K views,4 years ago,https://www.youtube.com/watch?v=nJVF9YkXxNA,https://i.ytimg.com/vi/nJVF9YkXxNA/hqdefault.jpg
826,Geeks Summer Carnival | GeeksforGeeks,1.2K views,4 years ago,https://www.youtube.com/watch?v=z3CC4FKSG-k,https://i.ytimg.com/vi/z3CC4FKSG-k/hqdefault.jpg
827,"Guess the Output 48 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,4 years ago,https://www.youtube.com/watch?v=1MVVXKQP9P8,https://i.ytimg.com/vi/1MVVXKQP9P8/hqdefault.jpg
828,Find median of a row-wise sorted Matrix | GeeksforGeeks,49K views,4 years ago,https://www.youtube.com/watch?v=_4rxBuhyLXw,https://i.ytimg.com/vi/_4rxBuhyLXw/hqdefault.jpg
829,Linux Tutorials | touch command | GeeksforGeeks,22K views,4 years ago,https://www.youtube.com/watch?v=tpUyBbD4LQE,https://i.ytimg.com/vi/tpUyBbD4LQE/hqdefault.jpg
830,Competitive Programming Headstarter | GeeksforGeeks,5.6K views,4 years ago,https://www.youtube.com/watch?v=fqHrsV8xzJE,https://i.ytimg.com/vi/fqHrsV8xzJE/hqdefault.jpg
831,GATE PYQ-2 | GATE2015 | Functions & Pointers | GeeksforGeeks,1.3K views,4 years ago,https://www.youtube.com/watch?v=p1k-2-viPBM,https://i.ytimg.com/vi/p1k-2-viPBM/hqdefault.jpg
832,Krishnamurthy Numbers | GeeksforGeeks,5.4K views,4 years ago,https://www.youtube.com/watch?v=U5jJkZYG0dQ,https://i.ytimg.com/vi/U5jJkZYG0dQ/hqdefault.jpg
833,"Guess the Output 47 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,4 years ago,https://www.youtube.com/watch?v=aZiQE94xJtA,https://i.ytimg.com/vi/aZiQE94xJtA/hqdefault.jpg
834,Mystery Numbers | GeeksforGeeks,5.1K views,4 years ago,https://www.youtube.com/watch?v=JEc8AH_8th8,https://i.ytimg.com/vi/JEc8AH_8th8/hqdefault.jpg
835,"Guess the Output 46 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.1K views,4 years ago,https://www.youtube.com/watch?v=rpkGuJsz52E,https://i.ytimg.com/vi/rpkGuJsz52E/hqdefault.jpg
836,GATE PYQ-1 | GATE2019 | Functions | GeeksforGeeks,3.4K views,4 years ago,https://www.youtube.com/watch?v=OIn4QeGEnjo,https://i.ytimg.com/vi/OIn4QeGEnjo/hqdefault.jpg
837,Decimal to Octal Conversion | GeeksforGeeks,1.2K views,4 years ago,https://www.youtube.com/watch?v=2XgoUdKTH2Y,https://i.ytimg.com/vi/2XgoUdKTH2Y/hqdefault.jpg
838,"Guess the Output 45 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,4 years ago,https://www.youtube.com/watch?v=2kI1kousiqE,https://i.ytimg.com/vi/2kI1kousiqE/hqdefault.jpg
839,Check whether a graph is bipartite or not | GeeksforGeeks,31K views,4 years ago,https://www.youtube.com/watch?v=mVmXwFkgoJ0,https://i.ytimg.com/vi/mVmXwFkgoJ0/hqdefault.jpg
840,"Guess the Output 44 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,4 years ago,https://www.youtube.com/watch?v=7xXLgvEyDdQ,https://i.ytimg.com/vi/7xXLgvEyDdQ/hqdefault.jpg
841,Disarium Numbers | GeeksforGeeks,4.2K views,4 years ago,https://www.youtube.com/watch?v=t4xdYNvjJyk,https://i.ytimg.com/vi/t4xdYNvjJyk/hqdefault.jpg
842,Decimal to Binary Conversion | GeeksforGeeks,3.9K views,4 years ago,https://www.youtube.com/watch?v=1Po1iqnhzww,https://i.ytimg.com/vi/1Po1iqnhzww/hqdefault.jpg
843,"Guess the Output 43 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,4 years ago,https://www.youtube.com/watch?v=U8XW-DmBtfQ,https://i.ytimg.com/vi/U8XW-DmBtfQ/hqdefault.jpg
844,Missing Characters in a Pangram | GeeksforGeeks,5K views,4 years ago,https://www.youtube.com/watch?v=VqGOxv8Fb1E,https://i.ytimg.com/vi/VqGOxv8Fb1E/hqdefault.jpg
845,"Guess the Output 42 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.5K views,4 years ago,https://www.youtube.com/watch?v=n-e3IDX98iU,https://i.ytimg.com/vi/n-e3IDX98iU/hqdefault.jpg
846,Binary to Decimal Conversion | GeeksforGeeks,2.8K views,4 years ago,https://www.youtube.com/watch?v=FrtgeA8VyHI,https://i.ytimg.com/vi/FrtgeA8VyHI/hqdefault.jpg
847,Happy Numbers | GeeksforGeeks,4.6K views,4 years ago,https://www.youtube.com/watch?v=TRDpaWeAaUA,https://i.ytimg.com/vi/TRDpaWeAaUA/hqdefault.jpg
848,K-Dimensional Tree [Delete] | GeeksforGeeks,6.1K views,4 years ago,https://www.youtube.com/watch?v=TavqLwDGwEs,https://i.ytimg.com/vi/TavqLwDGwEs/hqdefault.jpg
849,"Guess the Output 41 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,4 years ago,https://www.youtube.com/watch?v=NLyZ46wIjHQ,https://i.ytimg.com/vi/NLyZ46wIjHQ/hqdefault.jpg
850,K-Dimensional Tree [Find Minimum] | GeeksforGeeks,3.3K views,4 years ago,https://www.youtube.com/watch?v=oRwYNAEuNK8,https://i.ytimg.com/vi/oRwYNAEuNK8/hqdefault.jpg
851,"Guess the Output 40 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.2K views,4 years ago,https://www.youtube.com/watch?v=6DACvKJRgho,https://i.ytimg.com/vi/6DACvKJRgho/hqdefault.jpg
852,K-Dimensional Tree [Search and Insert] | GeeksforGeeks,25K views,4 years ago,https://www.youtube.com/watch?v=2Gul_-cbWM0,https://i.ytimg.com/vi/2Gul_-cbWM0/hqdefault.jpg
853,"Guess the Output 39 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.3K views,4 years ago,https://www.youtube.com/watch?v=LCD5HEELIDA,https://i.ytimg.com/vi/LCD5HEELIDA/hqdefault.jpg
854,Course Overview | System Design | GeeksforGeeks,5.6K views,4 years ago,https://www.youtube.com/watch?v=fMJvyQQ2Hqc,https://i.ytimg.com/vi/fMJvyQQ2Hqc/hqdefault.jpg
855,Amicable Numbers | GeeksforGeeks,5K views,4 years ago,https://www.youtube.com/watch?v=gYX-A6U-XDw,https://i.ytimg.com/vi/gYX-A6U-XDw/hqdefault.jpg
856,Floor and Ceil Value from a Binary Search Tree | GeeksforGeeks,4.9K views,4 years ago,https://www.youtube.com/watch?v=FnA9XGfydNI,https://i.ytimg.com/vi/FnA9XGfydNI/hqdefault.jpg
857,"Guess the Output 38 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,4 years ago,https://www.youtube.com/watch?v=RRco_y_rwu0,https://i.ytimg.com/vi/RRco_y_rwu0/hqdefault.jpg
858,Neon Number | GeeksforGeeks,4.4K views,4 years ago,https://www.youtube.com/watch?v=g2Kp_2xPVHY,https://i.ytimg.com/vi/g2Kp_2xPVHY/hqdefault.jpg
859,Automorphic number | GeeksforGeeks,9.6K views,4 years ago,https://www.youtube.com/watch?v=U7RpbcsbUIE,https://i.ytimg.com/vi/U7RpbcsbUIE/hqdefault.jpg
860,Palindrome Number | GeeksforGeeks,6.9K views,4 years ago,https://www.youtube.com/watch?v=59V9QcuayIQ,https://i.ytimg.com/vi/59V9QcuayIQ/hqdefault.jpg
861,"Guess the Output 37 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.1K views,4 years ago,https://www.youtube.com/watch?v=UPTz7JZnMXs,https://i.ytimg.com/vi/UPTz7JZnMXs/hqdefault.jpg
862,Empowering Women to Code | GeeksforGeeks,3.3K views,4 years ago,https://www.youtube.com/watch?v=2o2Qxp1nedk,https://i.ytimg.com/vi/2o2Qxp1nedk/hqdefault.jpg
863,Armstrong Number | GeeksforGeeks,9.1K views,4 years ago,https://www.youtube.com/watch?v=ivjDNztMpZU,https://i.ytimg.com/vi/ivjDNztMpZU/hqdefault.jpg
864,"Guess the Output 36 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.2K views,4 years ago,https://www.youtube.com/watch?v=uMKPN6AeFUA,https://i.ytimg.com/vi/uMKPN6AeFUA/hqdefault.jpg
865,"Guess the Output 35 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.6K views,4 years ago,https://www.youtube.com/watch?v=b0-HWurpDr8,https://i.ytimg.com/vi/b0-HWurpDr8/hqdefault.jpg
866,Maximum of all subarrays of size 'k' using Sliding Window Technique | GeeksforGeeks,62K views,4 years ago,https://www.youtube.com/watch?v=m-Dqu7csdJk,https://i.ytimg.com/vi/m-Dqu7csdJk/hqdefault.jpg
867,"Guess the Output 34 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.9K views,4 years ago,https://www.youtube.com/watch?v=dHuKi7u5DR4,https://i.ytimg.com/vi/dHuKi7u5DR4/hqdefault.jpg
868,Placement100 | GeeksforGeeks,33K views,4 years ago,https://www.youtube.com/watch?v=2wEA8nuThj8,https://i.ytimg.com/vi/2wEA8nuThj8/hqdefault.jpg
869,Pangram Checking | GeeksforGeeks,18K views,4 years ago,https://www.youtube.com/watch?v=Mhc4JJAaaYM,https://i.ytimg.com/vi/Mhc4JJAaaYM/hqdefault.jpg
870,Cracking On-Campus Interviews  | Part-2 | SDE Interview experiences | GeeksforGeeks,1.8K views,4 years ago,https://www.youtube.com/watch?v=WuBzEnsszxs,https://i.ytimg.com/vi/WuBzEnsszxs/hqdefault.jpg
871,Cracking On-Campus Interviews  | Part-1 | SDE Interview experiences | GeeksforGeeks,3.5K views,4 years ago,https://www.youtube.com/watch?v=IiCChMYfKpw,https://i.ytimg.com/vi/IiCChMYfKpw/hqdefault.jpg
872,"Guess the Output 33 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.4K views,4 years ago,https://www.youtube.com/watch?v=KbMDQWxpzY0,https://i.ytimg.com/vi/KbMDQWxpzY0/hqdefault.jpg
873,Cutting a rod problem | GeeksforGeeks,39K views,4 years ago,https://www.youtube.com/watch?v=oqdttaJ_C6o,https://i.ytimg.com/vi/oqdttaJ_C6o/hqdefault.jpg
874,"Guess the Output 32 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.7K views,4 years ago,https://www.youtube.com/watch?v=AibvkE9EIRA,https://i.ytimg.com/vi/AibvkE9EIRA/hqdefault.jpg
875,Minimum Cost Path Problem | GeeksforGeeks,18K views,4 years ago,https://www.youtube.com/watch?v=8dzfZNUnvJ8,https://i.ytimg.com/vi/8dzfZNUnvJ8/hqdefault.jpg
876,"Guess the Output 31 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.4K views,4 years ago,https://www.youtube.com/watch?v=AmcEbG7OEfM,https://i.ytimg.com/vi/AmcEbG7OEfM/hqdefault.jpg
877,Matrix Chain Multiplication | GeeksforGeeks,54K views,4 years ago,https://www.youtube.com/watch?v=gwmitwgz87s,https://i.ytimg.com/vi/gwmitwgz87s/hqdefault.jpg
878,Naive Algorithm for Pattern Searching | GeeksforGeeks,141K views,4 years ago,https://www.youtube.com/watch?v=nK7SLhXcqRo,https://i.ytimg.com/vi/nK7SLhXcqRo/hqdefault.jpg
879,"Guess the Output 30 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.7K views,4 years ago,https://www.youtube.com/watch?v=cekV8mn--a0,https://i.ytimg.com/vi/cekV8mn--a0/hqdefault.jpg
880,"Guess the Output 29 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.7K views,4 years ago,https://www.youtube.com/watch?v=5GaSvjtdV7k,https://i.ytimg.com/vi/5GaSvjtdV7k/hqdefault.jpg
881,"Guess the Output 28 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.3K views,4 years ago,https://www.youtube.com/watch?v=RSx2dhj7MiA,https://i.ytimg.com/vi/RSx2dhj7MiA/hqdefault.jpg
882,"Guess the Output 27 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.3K views,4 years ago,https://www.youtube.com/watch?v=Tz2rcVj3P6E,https://i.ytimg.com/vi/Tz2rcVj3P6E/hqdefault.jpg
883,How to Become a Data Scientist in 2020 ?,22K views,4 years ago,https://www.youtube.com/watch?v=AkaL_bYAdV4,https://i.ytimg.com/vi/AkaL_bYAdV4/hqdefault.jpg
884,"Guess the Output 26 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.9K views,4 years ago,https://www.youtube.com/watch?v=3bcmtIMC9MA,https://i.ytimg.com/vi/3bcmtIMC9MA/hqdefault.jpg
885,DSA Self Paced (Course) | GeeksforGeeks,128K views,4 years ago,https://www.youtube.com/watch?v=JjVpBd17Yxo,https://i.ytimg.com/vi/JjVpBd17Yxo/hqdefault.jpg
886,Data in Machine Learning | GeeksforGeeks,2.4K views,4 years ago,https://www.youtube.com/watch?v=wtLMvxueXNY,https://i.ytimg.com/vi/wtLMvxueXNY/hqdefault.jpg
887,Longest path in a Directed Acyclic graph | Dynamic Programming | GeeksforGeeks,42K views,4 years ago,https://www.youtube.com/watch?v=YxF-x3imVFA,https://i.ytimg.com/vi/YxF-x3imVFA/hqdefault.jpg
888,"Guess the Output 25 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.8K views,4 years ago,https://www.youtube.com/watch?v=12gtFfNfI2Q,https://i.ytimg.com/vi/12gtFfNfI2Q/hqdefault.jpg
889,"Guess the Output 24 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,4 years ago,https://www.youtube.com/watch?v=FYnuumGTZ70,https://i.ytimg.com/vi/FYnuumGTZ70/hqdefault.jpg
890,Overview of Machine Learning | GeeksforGeeks,7.9K views,4 years ago,https://www.youtube.com/watch?v=xDqPFXbxIZo,https://i.ytimg.com/vi/xDqPFXbxIZo/hqdefault.jpg
891,"Guess the Output 23 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,4 years ago,https://www.youtube.com/watch?v=IfU8cFWGMP8,https://i.ytimg.com/vi/IfU8cFWGMP8/hqdefault.jpg
892,"Guess the Output 22 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,4 years ago,https://www.youtube.com/watch?v=01ovj-oC7Sk,https://i.ytimg.com/vi/01ovj-oC7Sk/hqdefault.jpg
893,"Guess the Output 21 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,4 years ago,https://www.youtube.com/watch?v=WdpUagWj-CE,https://i.ytimg.com/vi/WdpUagWj-CE/hqdefault.jpg
894,"Guess the Output 20 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",11K views,4 years ago,https://www.youtube.com/watch?v=HdZAUQ_0VWY,https://i.ytimg.com/vi/HdZAUQ_0VWY/hqdefault.jpg
895,"Guess the Output 19 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",11K views,4 years ago,https://www.youtube.com/watch?v=iPXiVQbBn2M,https://i.ytimg.com/vi/iPXiVQbBn2M/hqdefault.jpg
896,"Guess the Output 18 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",13K views,4 years ago,https://www.youtube.com/watch?v=8zUYHWqkt4E,https://i.ytimg.com/vi/8zUYHWqkt4E/hqdefault.jpg
897,Calculating Time Complexity | Data Structures and Algorithms| GeeksforGeeks,878K views,4 years ago,https://www.youtube.com/watch?v=KXAbAa1mieU,https://i.ytimg.com/vi/KXAbAa1mieU/hqdefault.jpg
898,Sliding Window Technique | GeeksforGeeks,56K views,4 years ago,https://www.youtube.com/watch?v=9-3BXsfrpbY,https://i.ytimg.com/vi/9-3BXsfrpbY/hqdefault.jpg
899,"Sort an Array of 0s, 1s and 2s | GeeksforGeeks",17K views,4 years ago,https://www.youtube.com/watch?v=LP6doGhSZ3M,https://i.ytimg.com/vi/LP6doGhSZ3M/hqdefault.jpg
900,Merge Two Sorted Arrays | GeeksforGeeks,20K views,4 years ago,https://www.youtube.com/watch?v=mfY-P4srlpo,https://i.ytimg.com/vi/mfY-P4srlpo/hqdefault.jpg
901,Cycle Sort | GeeksforGeeks,21K views,4 years ago,https://www.youtube.com/watch?v=gZNOM_yMdSQ,https://i.ytimg.com/vi/gZNOM_yMdSQ/hqdefault.jpg
902,Partition Function of Quick Sort | GeeksforGeeks,11K views,4 years ago,https://www.youtube.com/watch?v=OwR53k9DZ9c,https://i.ytimg.com/vi/OwR53k9DZ9c/hqdefault.jpg
903,"Guess the Output 17 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",12K views,4 years ago,https://www.youtube.com/watch?v=3sMN2MHEmCQ,https://i.ytimg.com/vi/3sMN2MHEmCQ/hqdefault.jpg
904,"Guess the Output 16 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",12K views,4 years ago,https://www.youtube.com/watch?v=RJRZyaJwHpU,https://i.ytimg.com/vi/RJRZyaJwHpU/hqdefault.jpg
905,"Guess the Output 15 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",13K views,4 years ago,https://www.youtube.com/watch?v=YnfdnLRUKoU,https://i.ytimg.com/vi/YnfdnLRUKoU/hqdefault.jpg
906,"Guess the Output 14 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",13K views,5 years ago,https://www.youtube.com/watch?v=iCUcCMinIyA,https://i.ytimg.com/vi/iCUcCMinIyA/hqdefault.jpg
907,"Guess the Output 13 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",13K views,5 years ago,https://www.youtube.com/watch?v=JH6E-kxjVLg,https://i.ytimg.com/vi/JH6E-kxjVLg/hqdefault.jpg
908,"Guess the Output 12 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",14K views,5 years ago,https://www.youtube.com/watch?v=AJtBwsqD0Ws,https://i.ytimg.com/vi/AJtBwsqD0Ws/hqdefault.jpg
909,Writing base cases in Recursion |  GeeksforGeeks,14K views,5 years ago,https://www.youtube.com/watch?v=JTANbaSiw7s,https://i.ytimg.com/vi/JTANbaSiw7s/hqdefault.jpg
910,"Guess the Output 11 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",15K views,5 years ago,https://www.youtube.com/watch?v=Cpueo7Vpn-M,https://i.ytimg.com/vi/Cpueo7Vpn-M/hqdefault.jpg
911,STL Introduction (A Sample Video for C++ STL Course)| GeeksforGeeks,38K views,5 years ago,https://www.youtube.com/watch?v=qK8PliD5FJY,https://i.ytimg.com/vi/qK8PliD5FJY/hqdefault.jpg
912,Check for BST (A Sample Video for DSA-Self Paced Course) | GeeksforGeeks,89K views,5 years ago,https://www.youtube.com/watch?v=maiOCptc3D8,https://i.ytimg.com/vi/maiOCptc3D8/hqdefault.jpg
913,"Guess the Output 10 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",16K views,5 years ago,https://www.youtube.com/watch?v=aIpu8QbkepU,https://i.ytimg.com/vi/aIpu8QbkepU/hqdefault.jpg
914,"Guess the Output 9 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",15K views,5 years ago,https://www.youtube.com/watch?v=IJjKObUrEtw,https://i.ytimg.com/vi/IJjKObUrEtw/hqdefault.jpg
915,"How to crack off-campus Interviews of Tech Giants Like Amazon, Microsoft etc. | GeeksforGeeks",8.3K views,5 years ago,https://www.youtube.com/watch?v=DiCZ9wJOCmA,https://i.ytimg.com/vi/DiCZ9wJOCmA/hqdefault.jpg
916,Machine Learning Foundation With Python | GeeksforGeeks,2.4K views,5 years ago,https://www.youtube.com/watch?v=pnvpajr1i6U,https://i.ytimg.com/vi/pnvpajr1i6U/hqdefault.jpg
917,"Guess the Output 8 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",16K views,5 years ago,https://www.youtube.com/watch?v=9H-XyiPuBFE,https://i.ytimg.com/vi/9H-XyiPuBFE/hqdefault.jpg
918,"Guess the Output 7 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",18K views,5 years ago,https://www.youtube.com/watch?v=yjBeHK2pQ14,https://i.ytimg.com/vi/yjBeHK2pQ14/hqdefault.jpg
919,"Guess the Output 6 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",19K views,5 years ago,https://www.youtube.com/watch?v=CAGJ8MK28QM,https://i.ytimg.com/vi/CAGJ8MK28QM/hqdefault.jpg
920,"Guess the Output 5 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",22K views,5 years ago,https://www.youtube.com/watch?v=e3FoQCtdLOI,https://i.ytimg.com/vi/e3FoQCtdLOI/hqdefault.jpg
921,"Guess the Output 4 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",23K views,5 years ago,https://www.youtube.com/watch?v=YXr9NvvD61s,https://i.ytimg.com/vi/YXr9NvvD61s/hqdefault.jpg
922,Java Backend | Demo Live Lecture | GeeksforGeeks,30K views,5 years ago,https://www.youtube.com/watch?v=8RjmaykLkBc,https://i.ytimg.com/vi/8RjmaykLkBc/hqdefault.jpg
923,"Guess the Output 3 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",27K views,5 years ago,https://www.youtube.com/watch?v=PJIGn34njbA,https://i.ytimg.com/vi/PJIGn34njbA/hqdefault.jpg
924,K stacks in a single array | GeeksforGeeks,29K views,5 years ago,https://www.youtube.com/watch?v=S5cYO9k1Ja8,https://i.ytimg.com/vi/S5cYO9k1Ja8/hqdefault.jpg
925,Why are Data Structures necessary - by Sandeep Jain | GeeksforGeeks,51K views,5 years ago,https://www.youtube.com/watch?v=V5he1JXiQbg,https://i.ytimg.com/vi/V5he1JXiQbg/hqdefault.jpg
926,"Guess the Output 2 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",34K views,5 years ago,https://www.youtube.com/watch?v=2XZCu-IlDx4,https://i.ytimg.com/vi/2XZCu-IlDx4/hqdefault.jpg
927,Machine Learning Foundation | GeeksforGeeks,9.3K views,5 years ago,https://www.youtube.com/watch?v=TgzmIZs7koA,https://i.ytimg.com/vi/TgzmIZs7koA/hqdefault.jpg
928,"Guess the Output 1 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",68K views,5 years ago,https://www.youtube.com/watch?v=DWDxKHhEn6g,https://i.ytimg.com/vi/DWDxKHhEn6g/hqdefault.jpg
929,Design a stack with operations on middle element | GeeksforGeeks,9.8K views,5 years ago,https://www.youtube.com/watch?v=GWericrOYw0,https://i.ytimg.com/vi/GWericrOYw0/hqdefault.jpg
930,Longest Consecutive Subsequence | GeeksforGeeks,16K views,5 years ago,https://www.youtube.com/watch?v=rmscV-OsLNQ,https://i.ytimg.com/vi/rmscV-OsLNQ/hqdefault.jpg
931,Build original array from the given sub-sequences | GeeksforGeeks,1.1K views,5 years ago,https://www.youtube.com/watch?v=2guKcYv69As,https://i.ytimg.com/vi/2guKcYv69As/hqdefault.jpg
932,Union and Intersection of Two Linked Lists | GeeksforGeeks,14K views,5 years ago,https://www.youtube.com/watch?v=2DZL9Ogm1Cg,https://i.ytimg.com/vi/2DZL9Ogm1Cg/hqdefault.jpg
933,First Normal Form | Ep- 19 | Top 50 SQL Interview Questions | GeeksforGeeks,34K views,5 years ago,https://www.youtube.com/watch?v=-JOpBzyrZ_8,https://i.ytimg.com/vi/-JOpBzyrZ_8/hqdefault.jpg
934,Minus in SQL | Ep - 18 |  Top 20 SQL Interview Questions | GeeksforGeeks,33K views,5 years ago,https://www.youtube.com/watch?v=gr0sOah50JU,https://i.ytimg.com/vi/gr0sOah50JU/hqdefault.jpg
935,Intersect in SQL | Ep - 17 | Top 20 SQL Interview Questions | GeeksforGeeks,35K views,5 years ago,https://www.youtube.com/watch?v=Ulu-P55RpDA,https://i.ytimg.com/vi/Ulu-P55RpDA/hqdefault.jpg
936,Nth Highest Salary | Ep-16 | Top 20 SQL Interview Questions | GeeksforGeeks,76K views,5 years ago,https://www.youtube.com/watch?v=orEkHRYo6jU,https://i.ytimg.com/vi/orEkHRYo6jU/hqdefault.jpg
937,Display 1st or Last Nth Rows | Ep-15 | Top 20 SQL Interview Questions | GeeksforGeeks,57K views,5 years ago,https://www.youtube.com/watch?v=iej8RmXSqm8,https://i.ytimg.com/vi/iej8RmXSqm8/hqdefault.jpg
938,Cross Join | Ep-14 | Top 20 SQL Interview Questions | GeeksforGeeks,44K views,5 years ago,https://www.youtube.com/watch?v=Ck3FXQW2AYw,https://i.ytimg.com/vi/Ck3FXQW2AYw/hqdefault.jpg
939,Banker's Algorithm in Operating Systems,20K views,5 years ago,https://www.youtube.com/watch?v=hjGD08xfg9c,https://i.ytimg.com/vi/hjGD08xfg9c/hqdefault.jpg
940,Full Join | Ep-13 | Top 20 SQL Interview Questions | GeeksforGeeks,38K views,5 years ago,https://www.youtube.com/watch?v=WmqAKSBupsE,https://i.ytimg.com/vi/WmqAKSBupsE/hqdefault.jpg
941,Right Join | Ep-12 | Top 20 SQL Interview Questions | GeeksforGeeks,35K views,5 years ago,https://www.youtube.com/watch?v=JOAe-yua6Jw,https://i.ytimg.com/vi/JOAe-yua6Jw/hqdefault.jpg
942,Left Join | Ep-11 | Top 20 SQL Interview Questions | GeeksforGeeks,54K views,5 years ago,https://www.youtube.com/watch?v=LCbO2U3jzU0,https://i.ytimg.com/vi/LCbO2U3jzU0/hqdefault.jpg
943,Self Join | Ep-10 | Top 20 SQL Interview Questions | GeeksforGeeks,93K views,5 years ago,https://www.youtube.com/watch?v=-t6tjGtQ7-8,https://i.ytimg.com/vi/-t6tjGtQ7-8/hqdefault.jpg
944,Inner Join | Ep-9 | Top 20 SQL Interview Questions| GeeksforGeeks,91K views,5 years ago,https://www.youtube.com/watch?v=zGYLUogRe-M,https://i.ytimg.com/vi/zGYLUogRe-M/hqdefault.jpg
945,Union vs Uninonall |Ep-8 | Top 20 SQL Interview Questions| GeeksforGeeks,68K views,5 years ago,https://www.youtube.com/watch?v=zBHjXTbnJIE,https://i.ytimg.com/vi/zBHjXTbnJIE/hqdefault.jpg
946,Uses of final Keyword (Java Programming) | GeeksforGeeks,3.8K views,5 years ago,https://www.youtube.com/watch?v=yz-BIVvLR9w,https://i.ytimg.com/vi/yz-BIVvLR9w/hqdefault.jpg
947,Display Nth Row in SQL | Ep-7 | Top 20 SQL Questions| GeeksforGeeks,89K views,5 years ago,https://www.youtube.com/watch?v=k7rg4CARxD8,https://i.ytimg.com/vi/k7rg4CARxD8/hqdefault.jpg
948,Amazon Interview Experience for Internship | On-Campus Placement | GeeksforGeeks,25K views,5 years ago,https://www.youtube.com/watch?v=UvvirLnjNYY,https://i.ytimg.com/vi/UvvirLnjNYY/hqdefault.jpg
949,Snake and Ladder Problem (Graphs) | GeeksforGeeks,48K views,5 years ago,https://www.youtube.com/watch?v=1pMNYQmtVVg,https://i.ytimg.com/vi/1pMNYQmtVVg/hqdefault.jpg
950,Pattern Searching in SQL- 2 | Ep-6 | Top 20 SQL Interview Questions | GeeksforGeeks,75K views,5 years ago,https://www.youtube.com/watch?v=ePctSjODSYU,https://i.ytimg.com/vi/ePctSjODSYU/hqdefault.jpg
