,title,views, data_time,video_link,thumbnail_link
358,Student Success Story: Placed as an SDE at Byju's with Help from GeeksforGeeks,1.6K views,2 years ago,https://www.youtube.com/watch?v=yvkQMMU076M,https://i.ytimg.com/vi/yvkQMMU076M/hqdefault.jpg
359,Service Based Test Series By GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=84a0IXscfgE,https://i.ytimg.com/vi/84a0IXscfgE/hqdefault.jpg
360,India's Biggest Technical Content Writing Event is now LIVE 🔴 Participate Now | GeeksforGeeks,880 views,2 years ago,https://www.youtube.com/watch?v=J63OOZzo-p8,https://i.ytimg.com/vi/J63OOZzo-p8/hqdefault.jpg
361,Landing SDE Role at Paytm | GeeksforGeeks,1.5K views,2 years ago,https://www.youtube.com/watch?v=fyo53bLMyA4,https://i.ytimg.com/vi/fyo53bLMyA4/hqdefault.jpg
362,SDE at Paytm using GFG | GeeksforGeeks,1.4K views,2 years ago,https://www.youtube.com/watch?v=RB1qpEZrcYo,https://i.ytimg.com/vi/RB1qpEZrcYo/hqdefault.jpg
363,Roadmap to a Career at Amazon | Preparation Strategies by Senior QAE | GeeksforGeeks,7.8K views,2 years ago,https://www.youtube.com/watch?v=e_nnIOwhgzY,https://i.ytimg.com/vi/e_nnIOwhgzY/hqdefault.jpg
364,Happy Diwali | GeeksforGeeks presents office Diwali Party,1.4K views,2 years ago,https://www.youtube.com/watch?v=mCvuYVwmU2Y,https://i.ytimg.com/vi/mCvuYVwmU2Y/hqdefault.jpg
365,Data Analysis Complete Roadmap | GeeksforGeeks,3.9K views,2 years ago,https://www.youtube.com/watch?v=VIg0Ka5U3LA,https://i.ytimg.com/vi/VIg0Ka5U3LA/hqdefault.jpg
366,Roadmap to a Career at Microsoft | Preparation Strategies by Microsoft SDE | GeeksforGeeks,5.8K views,2 years ago,https://www.youtube.com/watch?v=CyI0QuVWawQ,https://i.ytimg.com/vi/CyI0QuVWawQ/hqdefault.jpg
367,Geek Week 2022 |11th - 17th October | GeeksforGeeks,3.4K views,2 years ago,https://www.youtube.com/watch?v=Aby3ldYnIQE,https://i.ytimg.com/vi/Aby3ldYnIQE/hqdefault.jpg
368,Happy Dussehra 🔥,1.6K views,2 years ago,https://www.youtube.com/watch?v=WkzmnYyEoc8,https://i.ytimg.com/vi/WkzmnYyEoc8/hqdefault.jpg
369,Stay Tuned for a Big Surprise!!! | GeeksforGeeks,3.1K views,2 years ago,https://www.youtube.com/watch?v=STVrifPDpVU,https://i.ytimg.com/vi/STVrifPDpVU/hqdefault.jpg
370,GeeksforGeeks Goes to Delhi Technological University | GfG X DTU,1.8K views,2 years ago,https://www.youtube.com/watch?v=QqHMu9gwlno,https://i.ytimg.com/vi/QqHMu9gwlno/hqdefault.jpg
371,Roadmap to a CAREER AT WALMART | Preparation Strategies by Walmart SDE | GeeksforGeeks,7.4K views,2 years ago,https://www.youtube.com/watch?v=AQHyMunhc_k,https://i.ytimg.com/vi/AQHyMunhc_k/hqdefault.jpg
372,EP 12 - Roadmap to Web Development | Everything About Web Development Ft. Prakash Sakari,2.8K views,2 years ago,https://www.youtube.com/watch?v=PLdt7UobcoY,https://i.ytimg.com/vi/PLdt7UobcoY/hqdefault.jpg
373,EP 11 - Road Map of DSA for Web Development | Everything About Web Development Ft. Prakash Sakari,4.2K views,2 years ago,https://www.youtube.com/watch?v=1b0P4IG7MIc,https://i.ytimg.com/vi/1b0P4IG7MIc/hqdefault.jpg
374,EP 10 - Biggest Coding Mistakes | Everything About Web Development,2.3K views,2 years ago,https://www.youtube.com/watch?v=cAYfzY-9dao,https://i.ytimg.com/vi/cAYfzY-9dao/hqdefault.jpg
375,EP 9 - Overrated Topics in Web Development | Everything About Web Development,1K views,2 years ago,https://www.youtube.com/watch?v=wnwAYPTf9Z8,https://i.ytimg.com/vi/wnwAYPTf9Z8/hqdefault.jpg
376,EP 8 -  How Important is UI for Websites? | Everything About Web Development,924 views,2 years ago,https://www.youtube.com/watch?v=imRxEskXGx8,https://i.ytimg.com/vi/imRxEskXGx8/hqdefault.jpg
377,EP 7 - Underrated Topics in Web Development | Everything About Web Development,999 views,2 years ago,https://www.youtube.com/watch?v=MvxiK9tfjNw,https://i.ytimg.com/vi/MvxiK9tfjNw/hqdefault.jpg
378,EP 6 - Frameworks to Choose for Web Development | Everything About Web Development,1.2K views,2 years ago,https://www.youtube.com/watch?v=UbFk-BTDnqM,https://i.ytimg.com/vi/UbFk-BTDnqM/hqdefault.jpg
379,EP 5 - What is Frontend and Backend Development? | Everything About Web Development,1.9K views,2 years ago,https://www.youtube.com/watch?v=xJNtTqSj54M,https://i.ytimg.com/vi/xJNtTqSj54M/hqdefault.jpg
380,"EP 4 - Is HTML, CSS and JavaScript Enough? | Everything About Web Development Ft. Prakash Sakari",3.5K views,2 years ago,https://www.youtube.com/watch?v=EtZIUwvjzjI,https://i.ytimg.com/vi/EtZIUwvjzjI/hqdefault.jpg
381,EP 3 - Web Developers vs Website Builders | Everything About Web Development,2.3K views,2 years ago,https://www.youtube.com/watch?v=s09kmxXbPOg,https://i.ytimg.com/vi/s09kmxXbPOg/hqdefault.jpg
382,EP 2 - Future of Web Development | Everything About Web Development,4.6K views,2 years ago,https://www.youtube.com/watch?v=B40zC1_sJiE,https://i.ytimg.com/vi/B40zC1_sJiE/hqdefault.jpg
383,EP 1 - Web 3.0 Explained! Web 1.0 vs Web 2.0 vs Web3.0 | Everything About Web Development,4.5K views,2 years ago,https://www.youtube.com/watch?v=6ktny7tGepA,https://i.ytimg.com/vi/6ktny7tGepA/hqdefault.jpg
384,Job or Higher Studies? The BEST Choice After Graduation! Ft. Avinash Kumar | GeeksforGeeks,8K views,2 years ago,https://www.youtube.com/watch?v=fYlESZ6SaCA,https://i.ytimg.com/vi/fYlESZ6SaCA/hqdefault.jpg
385,Capture Your Dream Job with Job-A-Thon | Monthly Hiring Challenges by GeeksforGeeks,3K views,2 years ago,https://www.youtube.com/watch?v=m7mnwQKgpzw,https://i.ytimg.com/vi/m7mnwQKgpzw/hqdefault.jpg
386,Walmart Interview Experience 2022 | Walmart Interview Questions | GeeksforGeeks,20K views,2 years ago,https://www.youtube.com/watch?v=eKzxoEG981g,https://i.ytimg.com/vi/eKzxoEG981g/hqdefault.jpg
387,How A Medical Aspirant Cracked FAANG? | Amazon Interview Experience | GeeksforGeeks,3.1K views,2 years ago,https://www.youtube.com/watch?v=Dg4coPjDc6M,https://i.ytimg.com/vi/Dg4coPjDc6M/hqdefault.jpg
388,Refer And Earn | Referral Program By GeeksforGeeks,2.6K views,2 years ago,https://www.youtube.com/watch?v=V6J24JJGhXc,https://i.ytimg.com/vi/V6J24JJGhXc/hqdefault.jpg
389,A++ Advice To Get Your Dream Job | GeeksforGeeks ft. @thegeekmonk1707,4.7K views,2 years ago,https://www.youtube.com/watch?v=npPgivbw-9U,https://i.ytimg.com/vi/npPgivbw-9U/hqdefault.jpg
390,Dream Company Ka Sapna Ab Hoga Poora | GeeksforGeeks ft. @shashank_mishra,5.5K views,2 years ago,https://www.youtube.com/watch?v=uDP13fwrhwI,https://i.ytimg.com/vi/uDP13fwrhwI/hqdefault.jpg
391,"GfG Karlo, Ho Jayega! | GeeksforGeeks ft. @itssiddharthsingh",6.1K views,2 years ago,https://www.youtube.com/watch?v=KfFVWqHUjPo,https://i.ytimg.com/vi/KfFVWqHUjPo/hqdefault.jpg
392,Refer Your Friends: Learn And Earn Together | Refer & Earn | GeeksforGeeks,1.8K views,2 years ago,https://www.youtube.com/watch?v=5G9xd86FPUg,https://i.ytimg.com/vi/5G9xd86FPUg/hqdefault.jpg
393,Job-A-Thon Exclusive: Hiring Challenge For Amazon Alexa | GeeksforGeeks,3.9K views,2 years ago,https://www.youtube.com/watch?v=m1uCZUvw8Wg,https://i.ytimg.com/vi/m1uCZUvw8Wg/hqdefault.jpg
394,Presenting Coders Ka Dost | GeeksforGeeks Ft. @Hustle_With_Harman,7.7K views,2 years ago,https://www.youtube.com/watch?v=LawzObS9uww,https://i.ytimg.com/vi/LawzObS9uww/hqdefault.jpg
395,How To Crack FAANG Companies As A Tier-3 College Student? | GeeksforGeeks,8.5K views,2 years ago,https://www.youtube.com/watch?v=bgCWuH4ZpM8,https://i.ytimg.com/vi/bgCWuH4ZpM8/hqdefault.jpg
396,Weekly Interview Series By GeeksforGeeks | Practice Interview Problems,81K views,2 years ago,https://www.youtube.com/watch?v=1D7HZw9RQ9M,https://i.ytimg.com/vi/1D7HZw9RQ9M/hqdefault.jpg
397,THIS Will Make You RICH! | Make Money Sitting at Home | GeeksforGeeks,7.2K views,2 years ago,https://www.youtube.com/watch?v=GgTKUySIzD0,https://i.ytimg.com/vi/GgTKUySIzD0/hqdefault.jpg
398,Geek-O-Lympics 2022 | GeeksforGeeks,3.7K views,2 years ago,https://www.youtube.com/watch?v=G3T57IkE-PY,https://i.ytimg.com/vi/G3T57IkE-PY/hqdefault.jpg
399,How To Land A Consultancy Job Without An MBA?  Ft. Dhairya Gangwani | GeeksforGeeks,17K views,2 years ago,https://www.youtube.com/watch?v=0bce9CP2uEo,https://i.ytimg.com/vi/0bce9CP2uEo/hqdefault.jpg
400,"DON'T Repeat These 5 Coding Mistakes! Ft. Prakash Sakari, Mentor - GeeksforGeeks",6.7K views,2 years ago,https://www.youtube.com/watch?v=EHWtNSP2nWI,https://i.ytimg.com/vi/EHWtNSP2nWI/hqdefault.jpg
401,Delivery Hero Interview Experience 2022 | Delivery Hero Interview Questions | GeeksforGeeks,6.2K views,2 years ago,https://www.youtube.com/watch?v=Rj1TxLy1fb8,https://i.ytimg.com/vi/Rj1TxLy1fb8/hqdefault.jpg
402,Geek-O-Lympics 2022 LIVE Now | GeeksforGeeks,3.5K views,2 years ago,https://www.youtube.com/watch?v=wHwqqjHdX70,https://i.ytimg.com/vi/wHwqqjHdX70/hqdefault.jpg
403,Geek-O-Lympics 2022,3.4K views,2 years ago,https://www.youtube.com/watch?v=jF_yK4XRk40,https://i.ytimg.com/vi/jF_yK4XRk40/hqdefault.jpg
404,"Not from tier 1 college? No problem! | GeeksforGeeks ft@TharunSpeaks  | GfG Karlo, Ho Jayega!",9.1K views,2 years ago,https://www.youtube.com/watch?v=KOR03BBr9MY,https://i.ytimg.com/vi/KOR03BBr9MY/hqdefault.jpg
405,Spend Your Summer Vacations Wisely! Ft. Sandeep Sir | GeeksforGeeks,9.7K views,2 years ago,https://www.youtube.com/watch?v=npoTmRqPjcU,https://i.ytimg.com/vi/npoTmRqPjcU/hqdefault.jpg
406,PayPal Interview Experience 2022 | PayPal Interview Questions | GeeksforGeeks,12K views,2 years ago,https://www.youtube.com/watch?v=-S7R-NBIeI8,https://i.ytimg.com/vi/-S7R-NBIeI8/hqdefault.jpg
407,"Zabardast Gyaan | GeeksforGeeks ft. @IqlipseNova   | GfG Karlo, Ho Jayega!",28K views,2 years ago,https://www.youtube.com/watch?v=p0n8lcCiR9Q,https://i.ytimg.com/vi/p0n8lcCiR9Q/hqdefault.jpg
408,Google Interview Experience 2022 | Google Interview Process | GeeksforGeeks,64K views,2 years ago,https://www.youtube.com/watch?v=lmCJyfYsBHo,https://i.ytimg.com/vi/lmCJyfYsBHo/hqdefault.jpg
409,Happy Fathers Day | GeeksforGeeks,2.2K views,2 years ago,https://www.youtube.com/watch?v=I0Nx2l2wiU4,https://i.ytimg.com/vi/I0Nx2l2wiU4/hqdefault.jpg
410,From One Aspirant To Another | GeeksforGeeks ft. Naveen Kasturia,3.4K views,2 years ago,https://www.youtube.com/watch?v=rGCEvfeJD-w,https://i.ytimg.com/vi/rGCEvfeJD-w/hqdefault.jpg
411,"How to Prepare a Winning Resume in 5 Steps Ft. Prakash Sakari, Mentor - GeeksforGeeks",3.6K views,2 years ago,https://www.youtube.com/watch?v=tUan6S_9Z9g,https://i.ytimg.com/vi/tUan6S_9Z9g/hqdefault.jpg
412,One Stop Destination To Succeed In The World Of Coding! | GeeksforGeeks ft. Mayur More,33K views,2 years ago,https://www.youtube.com/watch?v=7_8wrRym7kU,https://i.ytimg.com/vi/7_8wrRym7kU/hqdefault.jpg
413,Hotstar Interview Experience 2022 | Hotstar Interview Process | GeeksforGeeks,9.2K views,2 years ago,https://www.youtube.com/watch?v=a5WeFxOoo_E,https://i.ytimg.com/vi/a5WeFxOoo_E/hqdefault.jpg
414,"GeeksforGeeks Goes To Dronacharya College, Gurugram",1.5K views,2 years ago,https://www.youtube.com/watch?v=iNfcO0aF7uI,https://i.ytimg.com/vi/iNfcO0aF7uI/hqdefault.jpg
415,BEST Opportunities For Women In Technology | Internships & Courses #shorts,2.8K views,2 years ago,https://www.youtube.com/watch?v=rQfJyOhh0BM,https://i.ytimg.com/vi/rQfJyOhh0BM/hqdefault.jpg
416,GeeksforGeeks Goes To KIET Ghaziabad,2.9K views,2 years ago,https://www.youtube.com/watch?v=wPSJUa6sPv0,https://i.ytimg.com/vi/wPSJUa6sPv0/hqdefault.jpg
417,Top 8 Reasons to Choose Java | GeeksforGeeks,3.5K views,2 years ago,https://www.youtube.com/watch?v=ELHWRuATsTA,https://i.ytimg.com/vi/ELHWRuATsTA/hqdefault.jpg
418,Welcome Sandeep Jain at KIET Ghaziabad | GeeksforGeeks,2.2K views,2 years ago,https://www.youtube.com/watch?v=UkW6L9uyKJQ,https://i.ytimg.com/vi/UkW6L9uyKJQ/hqdefault.jpg
419,How I got into Amazon as a SDE | GeeksforGeeks,6.4K views,2 years ago,https://www.youtube.com/watch?v=PowHu7wwROQ,https://i.ytimg.com/vi/PowHu7wwROQ/hqdefault.jpg
420,What RBR has to say about GeeksforGeeks,16K views,2 years ago,https://www.youtube.com/watch?v=iUCyZm58VGg,https://i.ytimg.com/vi/iUCyZm58VGg/hqdefault.jpg
421,From Tier 3 to Amazon | GeeksforGeeks,3.1K views,2 years ago,https://www.youtube.com/watch?v=zpX1UQyqAWU,https://i.ytimg.com/vi/zpX1UQyqAWU/hqdefault.jpg
422,Interview Experience at Amazon | GeeksforGeeks,3.8K views,2 years ago,https://www.youtube.com/watch?v=L7ZX63xFicw,https://i.ytimg.com/vi/L7ZX63xFicw/hqdefault.jpg
423,"A Brighter Future Awaits | GfG Karlo, Ho Jayega | GeeksforGeeks Ft. Urvi Singh",26K views,2 years ago,https://www.youtube.com/watch?v=8IckHy8TJlw,https://i.ytimg.com/vi/8IckHy8TJlw/hqdefault.jpg
424,My interview experience at Walmart | GeeksforGeeks,2.8K views,2 years ago,https://www.youtube.com/watch?v=L2HP_CyXRMs,https://i.ytimg.com/vi/L2HP_CyXRMs/hqdefault.jpg
425,How I got job offers from 2 big companies : Arcesium & Microsoft | GeeksforGeeks,3K views,2 years ago,https://www.youtube.com/watch?v=v0jqqZmUNyY,https://i.ytimg.com/vi/v0jqqZmUNyY/hqdefault.jpg
426,"GFG Karlo, Ho Jayega | GeeksforGeeks ft. Khaleel Ahmed",40K views,2 years ago,https://www.youtube.com/watch?v=b2yIeIj3Jrc,https://i.ytimg.com/vi/b2yIeIj3Jrc/hqdefault.jpg
427,Complete Interview Preparation Course | GeeksforGeeks,7.7K views,2 years ago,https://www.youtube.com/watch?v=1REko14HjD8,https://i.ytimg.com/vi/1REko14HjD8/hqdefault.jpg
428,My journey through the tech world from India to US | Vidushi | GeeksforGeeks,2.3K views,2 years ago,https://www.youtube.com/watch?v=IXgQGoj0rSk,https://i.ytimg.com/vi/IXgQGoj0rSk/hqdefault.jpg
429,Interview Experience @ Amazon | GeeksforGeeks,4.2K views,2 years ago,https://www.youtube.com/watch?v=SMgm_gpJyNU,https://i.ytimg.com/vi/SMgm_gpJyNU/hqdefault.jpg
430,Life Is Unfair Ft. Shonty badmash | LIVE Discord Session | A GeeksforGeeks Exclusive,1.8K views,2 years ago,https://www.youtube.com/watch?v=49MRLvZaG3s,https://i.ytimg.com/vi/49MRLvZaG3s/hqdefault.jpg
431,Journey from JIIT to Adobe,4.6K views,2 years ago,https://www.youtube.com/watch?v=9CswKbEqj5A,https://i.ytimg.com/vi/9CswKbEqj5A/hqdefault.jpg
432,GATE Live Classes | Prepare for GATE CS 2023 | GeeksforGeeks,2.3K views,2 years ago,https://www.youtube.com/watch?v=61KrUQsuu8M,https://i.ytimg.com/vi/61KrUQsuu8M/hqdefault.jpg
433,DSA Self-Paced Course Preview | Sandeep Jain | GeeksforGeeks,84K views,2 years ago,https://www.youtube.com/watch?v=Pt2vYaJgGy8,https://i.ytimg.com/vi/Pt2vYaJgGy8/hqdefault.jpg
434,From Tier 3 to cracking multiple interviews | GeeksforGeeks,1.3K views,2 years ago,https://www.youtube.com/watch?v=QNWW9Njph8g,https://i.ytimg.com/vi/QNWW9Njph8g/hqdefault.jpg
435,GeeksforGeeks: Redesigned,1.6K views,2 years ago,https://www.youtube.com/watch?v=YrpAcmahCb8,https://i.ytimg.com/vi/YrpAcmahCb8/hqdefault.jpg
436,Journey from Tier 3 college to Microsoft | GeeksforGeeks,2.9K views,2 years ago,https://www.youtube.com/watch?v=LQh8EyXXkuU,https://i.ytimg.com/vi/LQh8EyXXkuU/hqdefault.jpg
437,Geeks Summer Carnival 2022 | GeeksforGeeks,3.5K views,2 years ago,https://www.youtube.com/watch?v=JddfBLjDgwY,https://i.ytimg.com/vi/JddfBLjDgwY/hqdefault.jpg
438,Journey from Tier 3 to JusPay | GeeksforGeeks,3.7K views,2 years ago,https://www.youtube.com/watch?v=1Ku1DvEYghE,https://i.ytimg.com/vi/1Ku1DvEYghE/hqdefault.jpg
439,"Geeks Summer Carnival | 5th To 11th April, 2022 | GeeksforGeeks",4.4K views,2 years ago,https://www.youtube.com/watch?v=-Cb5CpuDqZg,https://i.ytimg.com/vi/-Cb5CpuDqZg/hqdefault.jpg
440,Geeks Summer Carnival 2022 | 5th April- 11th April | GeeksforGeeks,24K views,2 years ago,https://www.youtube.com/watch?v=rgoYNlBXHGE,https://i.ytimg.com/vi/rgoYNlBXHGE/hqdefault.jpg
441,Interview experience at Flipkart | GeeksforGeeks,5.2K views,2 years ago,https://www.youtube.com/watch?v=bIZIzgPox4U,https://i.ytimg.com/vi/bIZIzgPox4U/hqdefault.jpg
442,Learn Data Structures and Algorithms | GeeksforGeeks,33K views,2 years ago,https://www.youtube.com/watch?v=EDPTs9Cr6zU,https://i.ytimg.com/vi/EDPTs9Cr6zU/hqdefault.jpg
443,Get Your Tickets To The Geeks Summer Carnival | GeeksforGeeks,27K views,2 years ago,https://www.youtube.com/watch?v=4h8FpdjoEW4,https://i.ytimg.com/vi/4h8FpdjoEW4/hqdefault.jpg
444,Meet Some More Winners Of Bi-Wizard Coding Contests | GeeksforGeeks,440 views,2 years ago,https://www.youtube.com/watch?v=O59Ur0x97zQ,https://i.ytimg.com/vi/O59Ur0x97zQ/hqdefault.jpg
445,Meet The Winners Of Bi-Wizard Coding Contests | GeeksforGeeks,900 views,2 years ago,https://www.youtube.com/watch?v=UeSRciSwVls,https://i.ytimg.com/vi/UeSRciSwVls/hqdefault.jpg
446,Conversation With Young Achievers | Meet the winners of Bi-Wizard Coding Contest | GeeksforGeeks,1.6K views,2 years ago,https://www.youtube.com/watch?v=CVhLbQEKx24,https://i.ytimg.com/vi/CVhLbQEKx24/hqdefault.jpg
447,Upgrade yourself In 29 Days | GeeksforGeeks,2.1K views,2 years ago,https://www.youtube.com/watch?v=dSZF-zG2jac,https://i.ytimg.com/vi/dSZF-zG2jac/hqdefault.jpg
448,Master Bootcamp - Data Science (Live) | March 24-28 | GeeksforGeeks,2.6K views,2 years ago,https://www.youtube.com/watch?v=aKtp-hYN9pU,https://i.ytimg.com/vi/aKtp-hYN9pU/hqdefault.jpg
449,Campus Mantri Program by GeeksforGeeks,2.1K views,2 years ago,https://www.youtube.com/watch?v=kT6g0iOOFIg,https://i.ytimg.com/vi/kT6g0iOOFIg/hqdefault.jpg
450,Add DSA to your routine | GeeksforGeeks,8.9K views,2 years ago,https://www.youtube.com/watch?v=_yfcJprhxaI,https://i.ytimg.com/vi/_yfcJprhxaI/hqdefault.jpg
451,"Believe In Yourself | Code India Code | March, 6th",1.8K views,2 years ago,https://www.youtube.com/watch?v=uGiJm2fL4YQ,https://i.ytimg.com/vi/uGiJm2fL4YQ/hqdefault.jpg
452,Find Your Purpose | Code India Code | GeeksforGeeks,1.8K views,2 years ago,https://www.youtube.com/watch?v=-RWVCqjGxCE,https://i.ytimg.com/vi/-RWVCqjGxCE/hqdefault.jpg
453,Each Best Has A Story | Code India Code | March 6,1.3K views,2 years ago,https://www.youtube.com/watch?v=_lLU7C69l30,https://i.ytimg.com/vi/_lLU7C69l30/hqdefault.jpg
454,5 Coding Myths that You Must Know! | GeeksforGeeks,1.7K views,2 years ago,https://www.youtube.com/watch?v=zjKQXCJHy0Y,https://i.ytimg.com/vi/zjKQXCJHy0Y/hqdefault.jpg
455,"Geeks Premier League | Write, Learn & Earn With GeeksforGeeks",858 views,2 years ago,https://www.youtube.com/watch?v=4P17Dla9BLs,https://i.ytimg.com/vi/4P17Dla9BLs/hqdefault.jpg
456,Code India Code | Biggest Coding Contest Ever By GeeksforGeeks,1.6K views,2 years ago,https://www.youtube.com/watch?v=jfMrDycpE7w,https://i.ytimg.com/vi/jfMrDycpE7w/hqdefault.jpg
457,Bi-Wizard 2.0 | Coding Contest For School Students | GeeksforGeeks,16K views,2 years ago,https://www.youtube.com/watch?v=SnogQvL4DUw,https://i.ytimg.com/vi/SnogQvL4DUw/hqdefault.jpg
458,GATE CS All-India Scholarship Test | GeeksforGeeks,34K views,2 years ago,https://www.youtube.com/watch?v=lQwp_5Hi76Q,https://i.ytimg.com/vi/lQwp_5Hi76Q/hqdefault.jpg
459,Doubt Support Program | First Time Offer | GeeksforGeeks,3.8K views,2 years ago,https://www.youtube.com/watch?v=hGpGwvCYsKQ,https://i.ytimg.com/vi/hGpGwvCYsKQ/hqdefault.jpg
460,Job-A-Thon | Monthly Hiring Challenges | GeeksforGeeks,21K views,2 years ago,https://www.youtube.com/watch?v=GQvHxwnnV5A,https://i.ytimg.com/vi/GQvHxwnnV5A/hqdefault.jpg
461,"GATE Batch 2023 | Launching March, 21 | Register Now",2K views,2 years ago,https://www.youtube.com/watch?v=ripxSckhlAU,https://i.ytimg.com/vi/ripxSckhlAU/hqdefault.jpg
462,GATE CS All India Mock- 3 | GeeksforGeeks,6.8K views,2 years ago,https://www.youtube.com/watch?v=4vEDkpmwX1E,https://i.ytimg.com/vi/4vEDkpmwX1E/hqdefault.jpg
463,Bi-Wizard School Coding Contest | GeeksforGeeks School,2.5K views,2 years ago,https://www.youtube.com/watch?v=E5EHtZRa5w0,https://i.ytimg.com/vi/E5EHtZRa5w0/hqdefault.jpg
464,Job-A-Thon 5 | GeeksforGeeks,1K views,2 years ago,https://www.youtube.com/watch?v=JZMSCu86N9M,https://i.ytimg.com/vi/JZMSCu86N9M/hqdefault.jpg
465,Algo Geek- DSA Writing Contest | GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=RTwOPh1ni8Q,https://i.ytimg.com/vi/RTwOPh1ni8Q/hqdefault.jpg
466,Job-A-Thon 5 | Hiring Challenge By GeeksforGeeks,1.2K views,2 years ago,https://www.youtube.com/watch?v=r2btDFbkzqo,https://i.ytimg.com/vi/r2btDFbkzqo/hqdefault.jpg
467,GATE Capsule DAY-3 | Sakshi Singhal | GeeksforGeeks,828 views,2 years ago,https://www.youtube.com/watch?v=Bjed-kudYkU,https://i.ytimg.com/vi/Bjed-kudYkU/hqdefault.jpg
468,GATE CS All India Mock- 2 | GeeksforGeeks,2.9K views,2 years ago,https://www.youtube.com/watch?v=N7yfCj_Xl08,https://i.ytimg.com/vi/N7yfCj_Xl08/hqdefault.jpg
469,GATE Capsule Day-2 | Mukesh Kumar | GeeksforGeeks,556 views,2 years ago,https://www.youtube.com/watch?v=OOztpb3-JEg,https://i.ytimg.com/vi/OOztpb3-JEg/hqdefault.jpg
470,GATE Capsule DAY-1 | Mukesh Kumar | GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=DIW2ZITcONk,https://i.ytimg.com/vi/DIW2ZITcONk/hqdefault.jpg
471,Resolution Days 2022 | GeeksforGeeks,6K views,2 years ago,https://www.youtube.com/watch?v=1j1HMMaNO3o,https://i.ytimg.com/vi/1j1HMMaNO3o/hqdefault.jpg
472,Hear What Our Geeks Have To Say | GeeksforGeeks,1.2K views,2 years ago,https://www.youtube.com/watch?v=RJ5vVADCwV4,https://i.ytimg.com/vi/RJ5vVADCwV4/hqdefault.jpg
473,Doubt Support Program | GeeksforGeeks,4.8K views,3 years ago,https://www.youtube.com/watch?v=jqHZr1J5qw8,https://i.ytimg.com/vi/jqHZr1J5qw8/hqdefault.jpg
474,GATE All India Mock (AIM-1) | GATE CS 2022 | GeeksforGeeks,1.2K views,3 years ago,https://www.youtube.com/watch?v=l5341a--USk,https://i.ytimg.com/vi/l5341a--USk/hqdefault.jpg
475,Job-A-Thon 3 | GeeksforGeeks,796 views,3 years ago,https://www.youtube.com/watch?v=SS0BrVYTjzk,https://i.ytimg.com/vi/SS0BrVYTjzk/hqdefault.jpg
476,Get Hired With GeeksforGeeks And Win Exciting Rewards!,1.3K views,3 years ago,https://www.youtube.com/watch?v=qYCysykQCbY,https://i.ytimg.com/vi/qYCysykQCbY/hqdefault.jpg
477,Introduction To Python | GeeksforGeeks,10K views,3 years ago,https://www.youtube.com/watch?v=OdgxYFtIYEA,https://i.ytimg.com/vi/OdgxYFtIYEA/hqdefault.jpg
478,Learning To Code Made Affordable | GeeksforGeeks ft. Aparshakti Khurana,79K views,3 years ago,https://www.youtube.com/watch?v=uPV_mPZWO8c,https://i.ytimg.com/vi/uPV_mPZWO8c/hqdefault.jpg
479,Podcast Highlights || Google Interview Preparation,2.5K views,3 years ago,https://www.youtube.com/watch?v=-Y0RGJs3MqQ,https://i.ytimg.com/vi/-Y0RGJs3MqQ/hqdefault.jpg
480,Start Your Coding Journey With Us | GeeksforGeeks ft. Aparshakti Khurana,168K views,3 years ago,https://www.youtube.com/watch?v=fjcvOLp5HYc,https://i.ytimg.com/vi/fjcvOLp5HYc/hqdefault.jpg
481,Geek Week 2021 | Biggest Festival For Programmers Is Back | GeeksforGeeks,22K views,3 years ago,https://www.youtube.com/watch?v=KUZwvy3UwW4,https://i.ytimg.com/vi/KUZwvy3UwW4/hqdefault.jpg
482,Spoiler Alert- They don't want you to know this!,1.6K views,3 years ago,https://www.youtube.com/watch?v=nw3TXEmkTFQ,https://i.ytimg.com/vi/nw3TXEmkTFQ/hqdefault.jpg
483,DSA Live Course | For Working Professionals | GeeksforGeeks,32K views,3 years ago,https://www.youtube.com/watch?v=gaNp9i6rQHc,https://i.ytimg.com/vi/gaNp9i6rQHc/hqdefault.jpg
484,True Geek Tournament | GeeksforGeeks,1.7K views,3 years ago,https://www.youtube.com/watch?v=oyviTGF-pcw,https://i.ytimg.com/vi/oyviTGF-pcw/hqdefault.jpg
485,5 Most Effective Tips to Ace Your First Internship | GeeksforGeeks,2.4K views,3 years ago,https://www.youtube.com/watch?v=qvOzWmCak3Q,https://i.ytimg.com/vi/qvOzWmCak3Q/hqdefault.jpg
486,Breaking the Stereotype | Tier3 College Student with 6 Big Offers,1.9K views,3 years ago,https://www.youtube.com/watch?v=J65Jfa8Zrgo,https://i.ytimg.com/vi/J65Jfa8Zrgo/hqdefault.jpg
487,How to Implement Dark and Light Mode in Flutter Application? | GeeksforGeeks,8.3K views,3 years ago,https://www.youtube.com/watch?v=m9p7m32tyDs,https://i.ytimg.com/vi/m9p7m32tyDs/hqdefault.jpg
488,Job-A-Thon | Hiring Challenge By GeeksforGeeks,4.5K views,3 years ago,https://www.youtube.com/watch?v=6V2esYVepCE,https://i.ytimg.com/vi/6V2esYVepCE/hqdefault.jpg
